rank,junction_clean,volume,impact,active_days,active_cells,high_sev_events,junction_events,top_violation,top_vehicle,peak_dow,peak_hour,intensity,c_volume,c_impact,c_recur,c_intensity,priority_score,impact_share,cum_impact_share,volume_share,cum_volume_share
86,BTP119 - Minerva Circle,166,546.0,55,5,19,166,WRONG PARKING,SCOOTER,Sunday,6,33.2,0.013742789277231082,0.014735099337748345,0.35135135135135137,0.020499376853324168,8.262529834965013,0.0014216695243265622,0.9308029698832592,0.0013481138587728915,0.9334389085150447
87,"BTP101 - Blood Bank Circle, KH Road",366,1110.0,45,8,4,366,NO PARKING,SCOOTER,Tuesday,3,45.75,0.030709195792331185,0.030298013245033114,0.28378378378378377,0.02858953973097254,8.08622510898636,0.002890207274729824,0.9336931771579889,0.002972347423559508,0.9364112559386043
88,BTP041 - Gopal Gowda Circle,262,927.0,48,6,47,262,NO PARKING,SCOOTER,Monday,2,43.666666666666664,0.02188666440447913,0.025248344370860928,0.30405405405405406,0.0272465512054665,8.030071334277585,0.0024137136429500422,0.936106890800939,0.0021277459698704673,0.9385390019084747
89,BTP120 - Lalbagh Main Gate Junction,163,510.0,52,5,10,163,NO PARKING,CAR,Monday,10,32.6,0.013488293179504581,0.013741721854304636,0.3310810810810811,0.02011259615797843,7.808919624277098,0.0013279330721731625,0.9374348238731122,0.0013237503553010922,0.9398627522637758
90,BTP173 - TMC,133,402.0,53,4,1,133,WRONG PARKING,CAR,Saturday,10,33.25,0.010943332202239565,0.01076158940397351,0.33783783783783783,0.02053160857793631,7.769686480632061,0.0010467237157129633,0.9384815475888252,0.0010801153205830998,0.9409428675843589
91,"BTP033 - Sophia High School, Sankey Road",161,483.0,51,4,0,161,WRONG PARKING,SCOOTER,Wednesday,1,40.25,0.01331862911435358,0.012996688741721855,0.32432432432432434,0.025044050023636598,7.716590216231908,0.0012576307330581127,0.9397391783218833,0.001307508019653226,0.942250375604012
92,BTP075 - Police Corner,152,474.0,52,6,9,152,WRONG PARKING,CAR,Tuesday,8,25.333333333333332,0.012555140821174076,0.012748344370860927,0.3310810810810811,0.015428252181013366,7.675891681952178,0.0012341966200197629,0.940973374941903,0.0012344175092378284,0.9434847931132498
93,"BTP145 - Sri Hatti Maramma Circle, Domluru",160,483.0,50,4,1,160,NO PARKING,CAR,Saturday,3,40.0,0.01323379708177808,0.012996688741721855,0.31756756756756754,0.024882891400575875,7.576492740773598,0.0012576307330581127,0.9422310056749611,0.0012993868518292931,0.9447841799650791
94,"BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar",157,519.0,47,3,16,157,NO PARKING,CAR,Thursday,5,52.333333333333336,0.012979300984051577,0.013990066225165562,0.2972972972972973,0.03283338347157162,7.317478045421863,0.0013513671852115124,0.9435823728601727,0.0012750233483574938,0.9460592033134366
95,BTP079 - Town Hall Junction,124,378.0,49,3,2,124,WRONG PARKING,CAR,Tuesday,11,41.333333333333336,0.01017984390906006,0.01009933774834437,0.3108108108108108,0.025742404056899742,7.261224415533568,0.000984232747610697,0.9445666056077834,0.001007024810167702,0.9470662281236043
96,BTP098 - Nayandahalli Junction,159,658.5,48,11,62,159,WRONG PARKING,MAXI-CAB,Tuesday,3,14.454545454545455,0.013148965049202578,0.017839403973509933,0.30405405405405406,0.008415410280552744,7.226160325838298,0.0017145959373059362,0.9462812015450893,0.00129126568400536,0.9483574938076097
97,BTP100 - Richmond Circle,271,828.0,42,6,5,271,NO PARKING,SCOOTER,Saturday,4,45.166666666666664,0.022650152697658636,0.022516556291390728,0.2635135135135135,0.028213502943830848,7.161056865556166,0.002155938399528193,0.9484371399446175,0.002200836480285865,0.9505583302878956
98,BTP155 - Katriguppe Junction,293,954.0,38,5,25,293,NO PARKING,SCOOTER,Wednesday,11,58.6,0.024516457414319646,0.02599337748344371,0.23648648648648649,0.03687309295629378,6.928088058424256,0.002484015982065092,0.9509211559266826,0.002379502172412393,0.9529378324603079
99,BTP214 - 5th Main Chamrajpet  Junction,171,619.5,45,15,38,171,WRONG PARKING,SCOOTER,Tuesday,11,11.4,0.014166949440108585,0.01676324503311258,0.28378378378378377,0.006446344922428983,6.784092908874309,0.0016130481141397532,0.9525342040408223,0.001388719697892557,0.9543265521582005
100,BTP216 - Yediyur Junction,158,480.0,44,4,2,158,WRONG PARKING,CAR,Saturday,6,39.5,0.013064133016627079,0.012913907284768211,0.27702702702702703,0.024560574154454427,6.752859898323056,0.0012498193620453294,0.9537840234028677,0.001283144516181427,0.9556096966743819
101,BTP122 - Siddapura Junction,129,388.5,46,6,1,129,NO PARKING,PASSENGER AUTO,Tuesday,2,21.5,0.010604004071937564,0.01038907284768212,0.2905405405405405,0.012957153294082256,6.6869057820490445,0.0010115725461554384,0.9547955959490232,0.0010476306492873675,0.9566573273236693
102,BTP047 - Vidhan Soudha Metro Station,189,603.0,40,5,12,189,NO PARKING,CAR,Monday,11,37.8,0.015693926026467596,0.01630794701986755,0.25,0.023464695517641496,6.393566359254015,0.0015700855735694451,0.9563656815225926,0.0015349007187233524,0.9581922280423926
103,BTP064 - Devanga Hostel Junction,95,294.0,44,3,3,95,NO PARKING,CAR,Sunday,5,31.666666666666668,0.007719714964370546,0.007781456953642384,0.27702702702702703,0.019510937298551724,6.337147042327416,0.0007655143592527643,0.9571311958818454,0.0007715109432736428,0.9589637389856662
104,BTP166 - Coffee Board Junction,111,339.0,44,5,2,111,NO PARKING,CAR,Wednesday,7,22.2,0.009077027485578554,0.00902317880794702,0.27702702702702703,0.013408397438652285,6.3297885849658275,0.0008826849244445139,0.9580138808062899,0.0009014496284565721,0.9598651886141228
105,BTP052 - CID Carlton House Junction,176,544.5,41,8,6,176,NO PARKING,CAR,Wednesday,7,22.0,0.014591109602986088,0.014693708609271524,0.25675675675675674,0.013279470540203706,6.286340282652277,0.0014177638388201705,0.9594316446451101,0.0014293255370122224,0.9612945141511351
106,BTP203 - RRMR Junction,121,408.0,43,7,22,121,NO PARKING,CAR,Sunday,23,17.285714285714285,0.00992534781133356,0.010927152317880795,0.2702702702702703,0.010240479362487183,6.2392233613085475,0.00106234645773853,0.9604939911028486,0.000982661306695903,0.962277175457831
107,BTP146 - Domlur Water Tank,122,366.0,43,6,0,122,NO PARKING,CAR,Sunday,11,20.333333333333332,0.01001017984390906,0.0097682119205298,0.2702702702702703,0.012205079719798874,6.230674413738203,0.0009529872635595637,0.9614469783664081,0.000990782474519836,0.9632679579323509
108,"BTP221 - 15th Cross, 24th Main, JP Nagar",95,330.0,44,6,15,95,NO PARKING,CAR,Wednesday,9,15.833333333333334,0.007719714964370546,0.008774834437086093,0.27702702702702703,0.009304224504705833,6.218814562340258,0.0008592508114061639,0.9623062291778143,0.0007715109432736428,0.9640394688756245
109,BTP184 - Lalbagh West Gate,195,594.0,38,6,4,195,NO PARKING,SCOOTER,Monday,3,32.5,0.016202918221920597,0.016059602649006622,0.23648648648648649,0.02004813270875414,6.078625359733892,0.001546651460531095,0.9638528806383454,0.001583627725666951,0.9656230966012915
110,"BTP113 - 27th Cross, Pai Vista, KR Road",111,339.0,42,5,2,111,NO PARKING,SCOOTER,Saturday,11,22.2,0.009077027485578554,0.00902317880794702,0.2635135135135135,0.013408397438652285,6.059518314695557,0.0008826849244445139,0.9647355655627899,0.0009014496284565721,0.9665245462297481
111,BTP132 - Anepalya Junction,147,453.0,38,5,4,147,NO PARKING,CAR,Tuesday,10,29.4,0.012130980658296573,0.01216887417218543,0.23648648648648649,0.018049765782801153,5.790316232247134,0.0011795170229302796,0.9659150825857202,0.001193811670118163,0.9677183578998663
112,"BTP191 - 40th Cross, 4th Main, Jayanagar",88,270.0,41,9,2,88,WRONG PARKING,CAR,Wednesday,3,9.777777777777779,0.007125890736342043,0.007119205298013245,0.25675675675675674,0.005400604523901615,5.679093110514385,0.0007030233911504977,0.9666181059768707,0.0007146627685061112,0.9684330206683723
113,"BTP168 - MSR Building, JC Road",123,384.0,38,4,5,123,NO PARKING,SCOOTER,Thursday,6,30.75,0.010095011876484561,0.010264900662251655,0.23648648648648649,0.018920022347329066,5.67565194441301,0.0009998554896362634,0.9676179614665069,0.000998903642343769,0.9694319243107161
114,"BTP188 - 27th Cross, 4th Main, Jayanagar",256,786.0,30,4,6,256,NO PARKING,SCOOTER,Tuesday,8,64.0,0.021377672209026127,0.021357615894039735,0.18243243243243243,0.04035411921440543,5.642807159426905,0.002046579205349227,0.9696645406718561,0.002079018962926869,0.971510943273643
115,BTP106 - VV Puram College,134,408.0,38,7,2,134,NO PARKING,CAR,Sunday,2,19.142857142857142,0.011028164234815067,0.010927152317880795,0.23648648648648649,0.011437657705223996,5.614589853478369,0.00106234645773853,0.9707268871295947,0.001088236488407033,0.97259917976205
116,BTP105 - Shivasankara Circle,178,549.0,34,4,5,178,NO PARKING,SCOOTER,Wednesday,3,44.5,0.014760773668137089,0.014817880794701987,0.20945945945945946,0.027783746615668917,5.567394426282905,0.0014294808953393455,0.972156368024934,0.0014455678726600885,0.97404474763471
117,BTP207 - 8th Main Road Basaveshwara Nagar,197,621.0,33,5,10,197,WRONG PARKING,CAR,Sunday,10,39.4,0.0163725822870716,0.016804635761589404,0.20270270270270271,0.024496110705230136,5.500835434900283,0.0016169537996461448,0.9737733218245801,0.0015998700613148171,0.9756446176960248
118,BTP138 - Sarjapur Road Check Post,70,219.0,38,7,3,70,NO PARKING,CAR,Tuesday,3,10.0,0.005598914149983034,0.005711920529801325,0.23648648648648649,0.005543856633288925,5.180772222271601,0.0005702300839331815,0.9743435519085133,0.0005684817476753157,0.9762130994437002
119,BTP121 - KH Circle,75,232.5,36,3,3,75,NO PARKING,CAR,Sunday,9,25.0,0.006023074312860536,0.006084437086092715,0.22297297297297297,0.0152133740169324,5.081307597112507,0.0006053812534907064,0.974948933162004,0.0006090875867949811,0.9768221870304952
120,BTP017 - Attiguppe Circle,337,1033.5,24,8,8,337,WRONG PARKING,SCOOTER,Wednesday,11,42.125,0.02824906684764167,0.02818708609271523,0.14189189189189189,0.026252739696592035,5.065648951961001,0.00269101731390385,0.9776399504759079,0.0027368335566654487,0.9795590205871606
121,BTP222 - Delmia Circle,85,285.0,36,6,10,85,NO PARKING,CAR,Monday,3,14.166666666666666,0.006871394638615541,0.007533112582781457,0.22297297297297297,0.008229833684301,5.052707744279792,0.0007420802462144143,0.9783820307221223,0.0006902992650343119,0.9802493198521949
122,BTP009 - Prakash Nagar Junction,178,534.0,30,4,0,178,WRONG PARKING,SCOOTER,Friday,3,44.5,0.014760773668137089,0.014403973509933774,0.18243243243243243,0.027783746615668917,5.012367130775478,0.001390424040275429,0.9797724547623977,0.0014455678726600885,0.9816948877248549
123,"BTP159 - JP Nagar Metro, ORR",80,255.0,36,7,5,80,NO PARKING,CAR,Friday,3,11.428571428571429,0.006447234475738039,0.006705298013245033,0.22297297297297297,0.00646476305077878,4.984533369956859,0.0006639665360865813,0.9804364212984843,0.0006496934259146466,0.9823445811507696
124,"BTP094 - Sri Skanda Complex, Mysore Road",85,348.0,34,4,31,85,NO PARKING,CAR,Tuesday,4,21.25,0.006871394638615541,0.009271523178807948,0.20945945945945946,0.012795994671021532,4.911774259671257,0.0009061190374828638,0.9813425403359671,0.0006902992650343119,0.9830348804158039
125,BTP171 - Indian Express (Balekundri),97,303.0,34,7,4,97,WRONG PARKING,CAR,Wednesday,5,13.857142857142858,0.007889379029521547,0.008029801324503311,0.20945945945945946,0.008030303960511532,4.827368165840125,0.0007889484722911141,0.9821314888082583,0.0007877532789215089,0.9838226336947254
126,BTP217 - Baleyele Junction,83,264.0,33,5,5,83,NO PARKING,SCOOTER,Wednesday,9,16.6,0.00670173057346454,0.00695364238410596,0.20270270270270271,0.009798444282092054,4.64546011893308,0.0006874006491249311,0.9828188894573833,0.0006740569293864458,0.9844966906241119
127,BTP193 - Vasavi Circle,102,309.0,32,6,1,102,NO PARKING,CAR,Monday,4,17.0,0.00831353919239905,0.008195364238410595,0.19594594594594594,0.010056298078989213,4.6060073142201,0.0008045712143166807,0.9836234606716999,0.0008283591180411744,0.9853250497421531
128,BTP092 - Bangalore Builders Junction,85,379.5,32,7,42,85,PARKING IN A MAIN ROAD,CAR,Saturday,2,12.142857142857142,0.006871394638615541,0.010140728476821192,0.19594594594594594,0.006925216259523707,4.583864498658983,0.0009881384331170886,0.984611599104817,0.0006902992650343119,0.9860153490071873
129,BTP133 - Adugodi Junction,67,229.5,33,5,10,67,NO PARKING,CAR,Sunday,3,13.4,0.005344418052256532,0.006001655629139073,0.20270270270270271,0.007735613906914779,4.540478751245339,0.0005975698824779231,0.9852091689872949,0.0005441182442035165,0.9865594672513909
130,"BTP202 - East End Main Road, Jayanagar",116,465.0,28,7,43,116,NO PARKING,CAR,Sunday,2,16.571428571428573,0.009501187648456057,0.0125,0.16891891891891891,0.009780026153742257,4.247614400138193,0.0012107625069814128,0.9864199314942763,0.0009420554675762375,0.9875015227189671
131,"BTP190 - 36th Cross, 4th Main, Jayanagar",117,354.0,27,6,1,117,NO PARKING,SCOOTER,Sunday,5,19.5,0.009586019681031557,0.009437086092715232,0.16216216216216217,0.01166788430959646,4.03614011156317,0.0009217417795084305,0.9873416732737847,0.0009501766354001706,0.9884516993543673
132,"BTP093 - Toll Gate, Mysore Road",72,273.0,26,6,21,72,NO PARKING,CAR,Thursday,11,12.0,0.005768578215134035,0.007201986754966887,0.1554054054054054,0.006833125617774722,3.635731875252591,0.0007108347621632811,0.988052508035948,0.0005847240833231819,0.9890364234376905
133,"BTP089 - Police Quarters, Sultan Road",80,333.0,25,7,31,80,WRONG PARKING,LGV,Thursday,2,11.428571428571429,0.006447234475738039,0.008857615894039736,0.14864864864864866,0.00646476305077878,3.5733780092981866,0.0008670621824189473,0.988919570218367,0.0006496934259146466,0.9896861168636052
134,BTP030 - Mekhri Circle,70,240.0,25,6,10,70,WRONG PARKING,CAR,Friday,11,11.666666666666666,0.005598914149983034,0.006291390728476821,0.14864864864864866,0.006618247453693755,3.460412784774559,0.0006249096810226647,0.9895444798993897,0.0005684817476753157,0.9902545986112805
135,"BTP015 - Suguna Hospital, Dr. Rajkumar Road",79,237.0,24,4,0,79,WRONG PARKING,CAR,Sunday,10,19.75,0.006362402443162538,0.006208609271523178,0.14189189189189189,0.011829042932657184,3.4234468796258835,0.0006170983100098814,0.9901615782093995,0.0006415722580907135,0.9908961708693712
136,BTP036 - Police Thimmaiah Circle (GPO),74,231.0,24,5,3,74,NO PARKING,CAR,Wednesday,7,14.8,0.0059382422802850355,0.006043046357615894,0.14189189189189189,0.008638102196054837,3.357063261703768,0.0006014755679843147,0.9907630537773838,0.000600966418971048,0.9914971372883422
137,"BTP127 - Sagar Hospital, Jayanagar",68,315.0,22,8,37,68,PARKING IN A MAIN ROAD,CAR,Saturday,3,8.5,0.005429250084832033,0.008360927152317881,0.12837837837837837,0.004576904894924578,3.0917310938675233,0.0008201939563422475,0.9915832477337261,0.0005522394120274495,0.9920493767003696
138,BTP035 - Basaweshwara Circle (LH) Junction,31,96.0,24,3,1,31,NO PARKING,CAR,Wednesday,1,10.333333333333334,0.002290464879538514,0.002317880794701987,0.14189189189189189,0.005758734797369891,3.0740586339991114,0.00024996387240906585,0.9918332116061351,0.0002517562025419255,0.9923011329029116
139,BTP196 - Sarakki Main Road,69,211.5,22,6,2,69,WRONG PARKING,SCOOTER,Thursday,11,11.5,0.005514082117407533,0.005504966887417219,0.12837837837837837,0.006510808371653272,3.023325997724195,0.0005507016564012232,0.9923839132625364,0.0005603605798513826,0.992861493482763
140,"BTP179 - 9th Block, 28th Main, Jayanagar",80,331.5,20,4,35,80,NO PARKING,SCOOTER,Sunday,2,20.0,0.006447234475738039,0.008816225165562915,0.11486486486486487,0.011990201555717908,2.9791352356999092,0.0008631564969125556,0.993247069759449,0.0006496934259146466,0.9935111869086777
141,BTP134 - Mico Bande,37,117.0,23,5,2,37,WRONG PARKING,CAR,Saturday,3,7.4,0.002799457074991517,0.0028973509933774835,0.13513513513513514,0.0038678069534573895,2.946110804022521,0.00030464346949854904,0.9935517132289475,0.000300483209485524,0.9938116701181632
142,BTP053 - Three Let Junction,46,151.5,22,7,5,46,WRONG PARKING,PASSENGER AUTO,Sunday,10,6.571428571428571,0.0035629453681710215,0.003849337748344371,0.12837837837837837,0.0033336812313132735,2.8591879682744503,0.00039447423614555707,0.9939461874650931,0.00037357371990092174,0.9941852438380641
143,BTP212 - Minto Junction,68,213.0,20,5,3,68,NO PARKING,CAR,Thursday,8,13.6,0.005429250084832033,0.00554635761589404,0.11486486486486487,0.007864540805363359,2.772265428479,0.0005546073419076149,0.9945007948070007,0.0005522394120274495,0.9947374832500915
144,BTP187 - South End Circle,46,138.0,21,7,0,46,WRONG PARKING,CAR,Sunday,10,6.571428571428571,0.0035629453681710215,0.00347682119205298,0.12162162162162163,0.0033336812313132735,2.7110147536691165,0.0003593230665880322,0.9948601178735887,0.00037357371990092174,0.9951110569699924
145,BTP128 - Gorappanapalya Junction,51,174.0,20,5,7,51,NO PARKING,SCOOTER,Sunday,12,10.2,0.003987105531048524,0.004470198675496689,0.11486486486486487,0.0056727835317375045,2.6584591698472,0.0004530595187414319,0.9953131773923302,0.0004141795590205872,0.9955252365290129
146,BTP141 - Palmgroove Junction,37,120.0,20,8,3,37,NO PARKING,CAR,Tuesday,4,4.625,0.002799457074991517,0.002980132450331126,0.11486486486486487,0.002078946237483347,2.5167698388708826,0.00031245484051133234,0.9956256322328415,0.000300483209485524,0.9958257197384984
147,BTP107 - National College Junction,73,225.0,17,5,2,73,NO PARKING,SCOOTER,Saturday,3,14.6,0.005853410247709535,0.005877483443708609,0.0945945945945946,0.008509175297606256,2.4008437493170733,0.0005858528259587481,0.9962114850588003,0.000592845251147115,0.9964185649896455
148,BTP185 - RV Teachers College,54,168.0,16,4,2,54,NO PARKING,CAR,Sunday,11,13.5,0.004241601628775025,0.004304635761589404,0.08783783783783784,0.007800077356139069,2.151668217617723,0.00043743677671586527,0.9966489218355161,0.0004385430624923864,0.9968571080521379
149,"BTP200 - 15th Cross, 33rd Main, JP Nagar",23,69.0,16,2,0,23,NO PARKING,CAR,Friday,7,11.5,0.0016118086189345097,0.0015728476821192054,0.08783783783783784,0.006510808371653272,1.9578228097737633,0.0001796615332940161,0.9968285833688101,0.00018678685995046087,0.9970438949120883
150,"BTP114 - KR Road Junction, Near JSS",56,183.0,14,5,5,56,NO PARKING,SCOOTER,Monday,11,11.2,0.004411265693926026,0.004718543046357616,0.07432432432432433,0.006317418023980403,1.87873473428649,0.00047649363177978184,0.9973050770005899,0.00045478539814025257,0.9974986803102286
151,BTP158 - Devegowda Petrol Bunk,42,135.0,15,8,3,42,WRONG PARKING,SCOOTER,Monday,11,5.25,0.0032236172378690194,0.003394039735099338,0.08108108108108109,0.0024818427951351584,1.8743491714131963,0.00035151169557524886,0.9976565886961651,0.0003410890486051894,0.9978397693588338
152,BTP077 - Halasuru Gate Junction,24,72.0,15,3,0,24,WRONG PARKING,SCOOTER,Sunday,8,8.0,0.0016966406515100101,0.0016556291390728477,0.08108108108108109,0.004254587648803128,1.7942866757665186,0.00018747290430679942,0.9978440616004719,0.00019490802777439396,0.9980346773866082
153,BTP006 - Navarang Bar Junction,38,114.0,12,5,0,38,WRONG PARKING,CAR,Friday,5,7.6,0.0028842891075670173,0.002814569536423841,0.060810810810810814,0.003996733851905969,1.4612058309966507,0.00029683209848576573,0.9981408936989576,0.0003086043773094571,0.9983432817639177
154,"BTP025 - Puttamma Choultry, Nagarbhavi",20,60.0,12,5,0,20,NO PARKING,CAR,Saturday,3,4.0,0.0013573125212080082,0.0013245033112582781,0.060810810810810814,0.0016760496798315357,1.3284339529439693,0.00015622742025566617,0.9982971211192133,0.00016242335647866164,0.9985057051203964
155,"BTP164 - 29th Main Road, BTM Layout",40,121.5,10,5,1,40,WRONG PARKING,SCOOTER,Thursday,11,8.0,0.003053953172718018,0.003021523178807947,0.0472972972972973,0.004254587648803128,1.2071366671178116,0.000316360526017724,0.998613481645231,0.0003248467129573233,0.9988305518333537
156,BTP157 - Kadirenahalli Cross,15,51.0,11,5,2,15,WRONG PARKING,CAR,Thursday,2,3.0,0.0009331523583305056,0.001076158940397351,0.05405405405405406,0.0010314151875886373,1.162212442558733,0.00013279330721731626,0.9987462749524483,0.00012181751735899622,0.9989523693507126
157,BTP213 - Royan Circle,19,93.0,9,4,12,19,PARKING IN A MAIN ROAD,CAR,Friday,7,4.75,0.0012724804886325076,0.0022350993377483444,0.04054054054054054,0.0021595255490137093,0.9596065855261838,0.00024215250139628257,0.9989884274538445,0.00015430218865472855,0.9991066715393674
158,BTP143 - ASC Junction,15,48.0,9,3,1,15,NO PARKING,HGV,Saturday,0,5.0,0.0009331523583305056,0.0009933774834437086,0.04054054054054054,0.002320684172074434,0.9083838560623723,0.00012498193620453293,0.9991134093900491,0.00012181751735899622,0.9992284890567263
159,"BTP161 - 15th Cross, 35th Main, JP Nagar",12,42.0,8,3,2,12,WRONG PARKING,CAR,Friday,11,4.0,0.0006786562606040041,0.0008278145695364238,0.033783783783783786,0.0016760496798315357,0.7501496186250437,0.00010935919417896632,0.9992227685842281,9.745401388719698e-05,0.9993259430706135
160,BTP156 - Kamakya Junction,12,40.5,7,5,2,12,WRONG PARKING,CAR,Tuesday,10,2.4,0.0006786562606040041,0.0007864238410596027,0.02702702702702703,0.0006446344922428983,0.5980945801793902,0.00010545350867257466,0.9993282220929006,9.745401388719698e-05,0.9994233970845007
161,BTP181 - Bileka Halli Junction,8,27.0,7,3,1,8,WRONG PARKING,CAR,Friday,10,2.6666666666666665,0.00033932813030200206,0.0004139072847682119,0.02702702702702703,0.0008165370235076712,0.5774551947691031,7.030233911504978e-05,0.9993985244320157,6.496934259146466e-05,0.9994883664270922
162,BTP142 - Lower Agram Road Junction,21,90.0,5,3,9,21,WRONG PARKING,CAR,Monday,2,7.0,0.0014421445537835087,0.002152317880794702,0.013513513513513514,0.00360995315656023,0.44301503005999354,0.00023434113038349927,0.9996328655623992,0.0001705445243025947,0.9996589109513947
163,BTP154 - Itmadu Junction,7,24.0,5,5,1,7,WRONG PARKING,CAR,Wednesday,11,1.4,0.00025449609772650153,0.00033112582781456954,0.013513513513513514,0.0,0.28949455717557526,6.249096810226646e-05,0.9996953565305015,5.684817476753157e-05,0.9997157591261622
164,"BTP178 - 18th Main, Marenahalli",7,24.0,4,1,1,7,WRONG PARKING,SCOOTER,Thursday,8,7.0,0.00025449609772650153,0.00033112582781456954,0.006756756756756757,0.00360995315656023,0.20850871938884358,6.249096810226646e-05,0.9997578474986037,5.684817476753157e-05,0.9997726073009296
165,"BTP112 - 14th Cross, KR Road",10,33.0,4,3,1,10,NO PARKING,CAR,Thursday,5,3.3333333333333335,0.0005089921954530031,0.0005794701986754967,0.006756756756756757,0.0012462933516696035,0.18938075822741168,8.592508114061639e-05,0.9998437725797443,8.121167823933082e-05,0.999853818979169
166,"BTP198 - 9th Cross, 8th Main, JP Nagar",7,27.0,4,3,2,7,NO PARKING,SCOOTER,Thursday,6,2.3333333333333335,0.00025449609772650153,0.0004139072847682119,0.006756756756756757,0.0006016588594267052,0.16628165592521818,7.030233911504978e-05,0.9999140749188594,5.684817476753157e-05,0.9999106671539365
167,"BTP110 - Bharathi Nursing Home, Basavanagudi",7,21.0,4,3,0,7,WRONG PARKING,CAR,Wednesday,4,2.3333333333333335,0.00025449609772650153,0.00024834437086092715,0.006756756756756757,0.0006016588594267052,0.1604869539384632,5.467959708948316e-05,0.9999687545159489,5.684817476753157e-05,0.999967515328704
168,BTP144 - Commando Hospital Junction,4,12.0,3,2,0,4,NO PARKING,VAN,Tuesday,4,2.0,0.0,0.0,0.0,0.00038678069534573903,0.005801710430186085,3.124548405113323e-05,1.0,3.248467129573233e-05,0.9999999999999997
